Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
2024-05-12 20:21,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:21,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:22,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:23,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:23,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:24,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:24,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:24,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:24,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:25,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:25,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:25,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:26,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:26,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:26,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:26,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:26,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:27,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:27,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:28,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:28,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:28,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:28,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:29,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:29,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:29,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:30,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:30,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:31,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:31,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:31,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:31,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:32,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:32,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:32,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:32,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:32,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:33,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 20:33,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:33,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:33,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:33,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 20:34,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:34,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:34,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 20:34,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:34,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:35,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:35,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:35,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:35,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:35,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:36,VR2W-105458,A69-1604-37343,,,,,Hammersley Deep,,,,
2024-05-12 20:36,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:36,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:36,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:37,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 20:37,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:37,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:37,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:37,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:37,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:38,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:38,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:38,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:38,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:39,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:39,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:39,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:40,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:40,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:40,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:41,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:41,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:42,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:42,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:42,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:42,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:44,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:44,VR2W-105458,A69-1604-37343,,,,,Hammersley Deep,,,,
2024-05-12 20:45,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:46,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:46,VR2W-105458,A69-1604-37343,,,,,Hammersley Deep,,,,
2024-05-12 20:46,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:47,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:47,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:47,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:48,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:48,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:48,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:49,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 20:49,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 20:49,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:50,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 20:50,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:50,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:51,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:51,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 20:51,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:52,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:52,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 20:52,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:52,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:52,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:52,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 20:53,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:53,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:53,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:54,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:54,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 20:54,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:54,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:55,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:55,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:55,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:55,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:56,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:56,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:56,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:57,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 20:57,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:57,VR2W-105458,A69-1604-37322,,,,,Hammersley Deep,,,,
2024-05-12 20:57,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:57,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 20:57,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:58,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:58,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:58,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 20:58,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:58,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:58,VR2W-105458,A69-1604-37322,,,,,Hammersley Deep,,,,
2024-05-12 20:59,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 20:59,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 20:59,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 20:59,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 20:59,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 21:00,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 21:01,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:01,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:01,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:02,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:02,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:02,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:03,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:03,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:04,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:04,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:04,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:04,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:04,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:05,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:05,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:05,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:06,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:06,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:06,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:07,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:08,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 21:08,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:09,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:09,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:11,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:11,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:11,VR2W-105458,A69-1604-37335,,,,,Hammersley Deep,,,,
2024-05-12 21:11,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:12,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:12,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:12,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:12,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:13,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:13,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:13,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:13,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:13,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:13,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:14,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:14,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:14,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:15,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:16,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:16,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:16,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:16,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:16,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:17,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:17,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:18,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:18,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:18,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:19,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:19,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:19,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:19,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:20,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:20,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:20,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:20,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:21,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:21,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:21,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:21,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:22,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:22,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:22,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:22,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:22,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:22,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:23,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:23,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:23,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:23,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:23,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:23,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:24,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:24,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:24,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:24,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:24,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:25,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:25,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:25,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:26,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:26,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:27,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:27,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:27,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:27,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:28,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:28,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:28,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:28,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:29,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:29,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:29,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:30,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:30,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:30,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:30,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:31,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:31,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:32,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:32,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:32,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:32,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:32,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:33,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:33,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:33,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:33,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:34,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:34,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:35,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:35,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:35,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:35,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:35,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:36,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:36,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:37,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:37,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:37,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:37,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:38,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:38,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:39,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:39,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:39,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:39,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:40,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:40,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:40,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:40,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:41,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:41,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:42,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:42,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:42,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:42,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:43,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:43,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:43,VR2W-105458,A69-1604-37307,,,,,Hammersley Deep,,,,
2024-05-12 21:44,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:44,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:44,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:44,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:44,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:45,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:45,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:45,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:46,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:46,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:47,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:47,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:48,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:48,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:48,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:48,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:49,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:49,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:49,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:49,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:49,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:50,VR2W-105458,A69-1604-37336,,,,,Hammersley Deep,,,,
2024-05-12 21:50,VR2W-105458,A69-1604-37345,,,,,Hammersley Deep,,,,
2024-05-12 21:50,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:50,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:51,VR2W-105458,A69-1604-37299,,,,,Hammersley Deep,,,,
2024-05-12 21:51,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
2024-05-12 21:52,VR2W-105458,A69-1604-37295,,,,,Hammersley Deep,,,,
